AddressID,AddressLine1,AddressLine2,City,StateProvinceID,PostalCode,SpatialLocation,rowguid,ModifiedDate
139,2687 Ridge Road,NULL,Edmonds,79,98020,0xE6100000010CE04C7BA7CFE547405AF9A0B1DF9B5EC0,25b072ab-17f7-4c1c-a13a-acd309bbaa61,2009-01-13 00:00:00.000
140,371 Apple Dr.,NULL,Edmonds,79,98020,0xE6100000010C364F0A6E8AEC4740D1534ABAC68D5EC0,88fa21d3-2523-4cf1-bcfd-151e734f8961,2009-01-07 00:00:00.000
141,3281 Hillview Dr.,NULL,Edmonds,79,98020,0xE6100000010C79339C7EB1DF4740CD05EC3642935EC0,ace0c24a-95b6-4f08-b223-1a39c64e9051,2008-12-10 00:00:00.000
142,2080 Sycamore Drive,NULL,Edmonds,79,98020,0xE6100000010C4BEEAB5787E147401747FF3464965EC0,8541e00d-8da8-429b-912e-b7e854747a00,2008-12-28 00:00:00.000
143,7511 Cooper Dr.,NULL,Edmonds,79,98020,0xE6100000010C3CD75BF523E247407E83C53AFE8C5EC0,a6d5094a-e523-45a8-abe5-0afc2e7b6fc1,2010-02-16 00:00:00.000
144,9825 Coralie Drive,NULL,Edmonds,79,98020,0xE6100000010C160A1A4760EE474072A6F535D3945EC0,716cf949-c005-4255-ae10-a36a0e905fa2,2009-01-06 00:00:00.000
145,8411 Mt. Orange Place,NULL,Edmonds,79,98020,0xE6100000010CEF63CB0933E547406E65E237B1915EC0,f7053382-c9f1-45bf-a0bd-878fe976208f,2008-12-12 00:00:00.000
146,207 Berry Court,NULL,Edmonds,79,98020,0xE6100000010CE04C7BA7CFE547406288123386995EC0,b374fea1-c3b5-4737-a1a4-190997e961df,2009-01-03 00:00:00.000
147,1061 Buskrik Avenue,NULL,Edmonds,79,98020,0xE6100000010CFE7A1B6C96E447406A1784B42C975EC0,69b366b3-533e-4f15-9d75-588789548dd0,2009-03-01 00:00:00.000
148,3632 Bank Way,NULL,Edmonds,79,98020,0xE6100000010C1DA9BB305DE347405AF9A0B1DF9B5EC0,0f7b8ac1-a660-447e-aad4-a0048da3cd47,2010-02-16 00:00:00.000
149,3026 Anchor Drive,NULL,Edmonds,79,98020,0xE6100000010CEF63CB0933E54740B55897B24E9A5EC0,0bfeb74b-804d-4a03-b94d-5812f3df69a8,2010-01-22 00:00:00.000
150,7338 Green St.,NULL,Edmonds,79,98020,0xE6100000010CEF63CB0933E54740FF99AAB0709D5EC0,a1d9a607-d8e3-4402-9c5c-03d1131ed99b,2009-02-19 00:00:00.000
151,2038 Encino Drive,NULL,Edmonds,79,98020,0xE6100000010C93D9EABBDEE84740A97BC7AD23A25EC0,08ca24af-10d0-4ac6-8e70-a6387ecdb91b,2009-01-24 00:00:00.000
152,2466 Clearland Circle,NULL,Edmonds,79,98020,0xE6100000010C46665AD0EDEB4740A97BC7AD23A25EC0,1494ad94-c1fe-4a28-ad63-a59370718785,2009-12-22 00:00:00.000
153,9277 Country View Lane,NULL,Edmonds,79,98020,0xE6100000010C364F0A6E8AEC47400C6A2F30399E5EC0,7d7da7be-b880-411d-88d2-521b5ccf8d25,2008-01-26 00:00:00.000
154,5423 Champion Rd.,NULL,Edmonds,79,98020,0xE6100000010C0E926BCEF9E347407A3567B779925EC0,2e5b2953-bee0-4568-a6f0-5ab41abbcf63,2008-12-24 00:00:00.000
155,2046 Las Palmas,NULL,Edmonds,79,98020,0xE6100000010C2CC00B93C0E247405AF9A0B1DF9B5EC0,6f00fb01-941a-48ac-852b-363829c2451b,2009-01-22 00:00:00.000
156,8684 Military East,NULL,Bellevue,79,98004,0xE6100000010CBB371CDB6CD247403B6970E153815EC0,5a51864d-a250-4fec-8fb5-cebe85c124b7,2008-11-25 00:00:00.000
157,7270 Pepper Way,NULL,Bellevue,79,98004,0xE6100000010CE3F71C9BC4CE47404BCA784AEE895EC0,cc0bca82-aec9-4c7a-bb9f-14f6db055c62,2008-11-27 00:00:00.000
158,6058 Hill Street,# 4,Bellevue,79,98004,0xE6100000010CE3F71C9BC4CE4740A04EE193A9955EC0,cacf831d-22dd-4e2b-a377-e11a89d2d526,2009-12-18 00:00:00.000
159,1648 Eastgate Lane,NULL,Bellevue,79,98004,0xE6100000010C2902C625B1D647400BD39082B68A5EC0,fbdb3c4b-7596-4d25-b9a8-0c935c1781e2,2009-01-28 00:00:00.000
160,3454 Bel Air Drive,NULL,Bellevue,79,98004,0xE6100000010CACB2994108D7474014CE6E2D93875EC0,f5c14ae9-edcf-49e4-9e4d-8f24731c64aa,2008-12-30 00:00:00.000
161,3067 Maya,NULL,Bellevue,79,98004,0xE6100000010C85771B1B15D6474095195143F8905EC0,fe628a3e-e504-49ee-a556-9634c06cc432,2010-01-25 00:00:00.000
162,3197 Thornhill Place,NULL,Bellevue,79,98004,0xE6100000010C71171B3BE9D7474006A7186ACD865EC0,c2f65ea2-3bd2-4a3e-9752-ce92bab74bd7,2008-12-22 00:00:00.000
163,3919 Pinto Road,NULL,Bellevue,79,98004,0xE6100000010C7322C7C534D147403B6970E153815EC0,037683a3-2356-42b3-bb38-bc14cb9ded9c,2009-02-14 00:00:00.000
164,7396 Stratton Circle,NULL,Bellevue,79,98004,0xE6100000010C8782C7A560CF47405B2B81B388925EC0,72186098-a652-4df8-91d1-9cfe115ffb7a,2010-01-17 00:00:00.000
165,9745 Bonita Ct.,NULL,Bellevue,79,98004,0xE6100000010C2902C625B1D647403B6970E153815EC0,7cf4fdfd-4b09-4466-a3d3-84ec32ed4163,2009-02-01 00:00:00.000
166,3670 All Ways Drive,NULL,Bellevue,79,98004,0xE6100000010C17AD71D0D0D14740009E003205865EC0,89270ef3-86e4-41e9-b3d3-86149f08cf05,2008-11-24 00:00:00.000
167,7221 Peachwillow Street,NULL,Bellevue,79,98004,0xE6100000010C898D7330ACC84740D610390B30905EC0,29024b91-f4e4-40b1-81be-7f2b23a24ff5,2010-02-25 00:00:00.000
168,1343 Prospect St,NULL,Bellevue,79,98004,0xE6100000010CE1EC701079D54740C5AF30A295875EC0,386d3617-769d-40d1-ab18-301e4e40b920,2009-01-10 00:00:00.000
169,6448 Castle Court,NULL,Bellevue,79,98004,0xE6100000010C85771B1B15D6474085B848DA5D885EC0,1bb6c40a-9fdf-4c9e-ac1f-8e0f2df2414a,2008-11-25 00:00:00.000
170,7902 Grammercy Lane,Unit A,Bellevue,79,98004,0xE6100000010C3D62C605DDD44740CADBA8BA7E8B5EC0,5c44745c-d11a-4f11-b9bc-345d4e064780,2009-12-04 00:00:00.000
171,8668 Via Neruda,NULL,Bellevue,79,98004,0xE6100000010C71171B3BE9D7474085B848DA5D885EC0,f84f334a-19e9-4a44-952e-a857d027e9c6,2009-02-23 00:00:00.000
172,4777 Rockne Drive,NULL,Bellevue,79,98004,0xE6100000010C898D7330ACC84740213DB12319945EC0,ffdaf6bd-c84a-4082-9a70-7f0cc6fbbe82,2009-01-24 00:00:00.000
173,620 Woodside Ct.,NULL,Bellevue,79,98004,0xE6100000010CE3F71C9BC4CE47403B6970E153815EC0,b6172e5e-cd95-4b38-8aa6-f826a6eef24c,2010-12-18 00:00:00.000
174,6307 Greenbelt Way,NULL,Bellevue,79,98004,0xE6100000010CE502C92510C847403B6970E153815EC0,0ae0d184-cb75-42ce-ab20-c2fc57db45b5,2011-02-07 00:00:00.000
175,3284 S. Blank Avenue,NULL,Bellevue,79,98004,0xE6100000010C034D71F0A4D34740160821D3678F5EC0,c23064b1-cffb-41d6-aba5-bafa076c70c7,2008-12-18 00:00:00.000
176,8751 Norse Drive,NULL,Bellevue,79,98004,0xE6100000010C0BB81D5B1CCB47405B2B81B388925EC0,a313e877-ebd4-4a8c-8f0a-ed20a645a6ed,2009-12-28 00:00:00.000
177,6968 Wren Ave.,NULL,Bellevue,79,98004,0xE6100000010CCF971CBB98D047400BD39082B68A5EC0,d3d9fde3-c704-4126-ba36-377aedf42fbb,2009-02-09 00:00:00.000
178,4311 Clay Rd,NULL,Bellevue,79,98004,0xE6100000010C71171B3BE9D747405B2B81B388925EC0,464f6ebc-6151-47e1-ac79-24b705342d51,2008-11-29 00:00:00.000
179,771 Northridge Drive,# 495,Bellevue,79,98004,0xE6100000010C0BB81D5B1CCB4740C5AF30A295875EC0,335645f3-b5d5-4b96-bac1-22267cddf8d2,2012-06-07 00:00:00.000
180,2947 Vine Lane,NULL,Bellevue,79,98004,0xE6100000010C3D62C605DDD4474056FF089B9F8E5EC0,7635d2da-ad3f-47f8-afe0-6a5a25127d03,2010-01-24 00:00:00.000
181,9320 Teakwood Dr.,NULL,Bellevue,79,98004,0xE6100000010C2902C625B1D64740808CD0C174845EC0,78153c31-9b7b-414b-9a68-51e892fb993c,2009-01-07 00:00:00.000
182,3711 Rollingwood Dr,NULL,Bellevue,79,98004,0xE6100000010C898D7330ACC8474095195143F8905EC0,9600fb56-13a7-40d1-81fc-cbe8df0bb498,2009-02-12 00:00:00.000
183,6118 Grasswood Circle,NULL,Bellevue,79,98004,0xE6100000010C672D735080CA47401B3499EB50935EC0,d9bd7258-d9d0-420c-b0c9-b55a7ef46b8c,2009-12-10 00:00:00.000
184,5678 Clear Court,NULL,Bellevue,79,98004,0xE6100000010C034D71F0A4D34740213DB12319945EC0,6b78a1a0-5821-43e1-ae51-547ad9b4c996,2009-02-09 00:00:00.000
185,2681 Eagle Peak,NULL,Bellevue,79,98004,0xE6100000010C3F6D729028CE47402669293C02985EC0,7bccf442-2268-46cc-8472-14c44c14e98c,2012-07-31 00:00:00.000
186,332 Laguna Niguel,NULL,Bellevue,79,98004,0xE6100000010C9DED7310D8C647400BD39082B68A5EC0,8915b11c-8a2d-44ee-b2a9-7c6982739bfe,2008-12-17 00:00:00.000
187,7808 Brown St.,NULL,Bellevue,79,98004,0xE6100000010C53CD727054CC4740CADBA8BA7E8B5EC0,1ccd2f45-1bee-4f78-ba59-a6f969c7da71,2009-01-09 00:00:00.000
188,6774 Bonanza,NULL,Bellevue,79,98004,0xE6100000010C2902C625B1D64740666011043A975EC0,00770ccc-e264-4115-9e0c-d31734f70360,2008-12-31 00:00:00.000
189,3708 Montana,NULL,Bellevue,79,98004,0xE6100000010CBB371CDB6CD2474006A7186ACD865EC0,a081a4fc-9c3c-4ce7-a27f-94830fff15e5,2008-12-20 00:00:00.000
190,9435 Breck Court,NULL,Bellevue,79,98004,0xE6100000010C2D181E3B48C94740E145C95BE1945EC0,eb974caf-85e9-4424-bf5e-637c0942ef04,2007-12-30 00:00:00.000
191,6951 Harmony Way,NULL,Sammamish,79,98074,0xE6100000010CBFDCCE386DD64740AF1F90A8E87D5EC0,1da32259-efad-4485-8f64-8b9b444cb3a4,2010-12-31 00:00:00.000
192,6871 Thornwood Dr.,NULL,Sammamish,79,98074,0xE6100000010CF068F66C03C94740BB6603CE907B5EC0,a2b7146f-22a2-4f15-875b-4484a5473673,2009-02-22 00:00:00.000
193,9104 Mt. Sequoia Ct.,NULL,Sammamish,79,98074,0xE6100000010CC32433E5FCD34740D1FAD3E0678A5EC0,954c009c-f506-42ba-ac97-a0f98b9e31b7,2008-12-07 00:00:00.000
194,2095 Sierra Drive,NULL,Sammamish,79,98074,0xE6100000010CC2121AFA98D44740A488BA2BB8855EC0,2812a3ab-3eaa-4898-a176-36b6c5953d1c,2013-10-14 00:00:00.000
195,4444 Pepper Way,NULL,Sammamish,79,98074,0xE6100000010CBFDCCE386DD647404AA487C1587C5EC0,5fd563b6-9349-4aa4-813b-72d96714ec7d,2009-02-27 00:00:00.000
196,4525 Benedict Ct.,NULL,Sammamish,79,98074,0xE6100000010CD9C6142980CE474053F1E4AE878D5EC0,d52a20ab-b134-4205-b5e2-25b700bb5722,2008-12-18 00:00:00.000
197,7820 Bird Drive,NULL,Sammamish,79,98074,0xE6100000010CBFDCCE386DD64740C5B360BBBF8C5EC0,70d9d17b-3a40-43ed-b4d1-c9a52a8f44ed,2008-12-26 00:00:00.000
198,1962 Ferndale Lane,NULL,Sammamish,79,98074,0xE6100000010CC100010F35D547404D54256AD0815EC0,cf902968-4c87-4492-8c3b-bf12f42def75,2009-01-19 00:00:00.000
199,5263 Etcheverry Dr,NULL,Sammamish,79,98074,0xE6100000010CD2364CD060D34740E6287FDAC87A5EC0,01c701de-ba78-4b2c-bc7e-2cf8922c7771,2009-11-26 00:00:00.000
200,2473 Orchard Way,NULL,Sammamish,79,98074,0xE6100000010CEB0E79D50FCC4740D1FAD3E0678A5EC0,6d1b4fa9-5d00-4481-9561-0aea008915f7,2009-01-09 00:00:00.000
201,6202 Seeno St.,NULL,Sammamish,79,98074,0xE6100000010CE9EA46FF47CD4740A488BA2BB8855EC0,ad2b250d-5dd9-4ba4-ac59-8ce487d4a77f,2013-09-05 00:00:00.000
202,4096 San Remo,NULL,Sammamish,79,98074,0xE6100000010CAC8251A179D9474082AD76F338795EC0,494a6c49-3ea7-4a3d-bff8-f727f565e393,2008-12-21 00:00:00.000
203,7086 O St.,NULL,Sammamish,79,98074,0xE6100000010CE9EA46FF47CD4740139B988F787F5EC0,5a272060-cdb3-4d4a-be2f-af143f4e72d4,2009-12-30 00:00:00.000
204,4310 Kenston Dr.,NULL,Sammamish,79,98074,0xE6100000010CEAFC5FEAABCC4740E6287FDAC87A5EC0,7e585905-3991-42bf-8c51-1f0e40f48d28,2010-01-10 00:00:00.000
205,7939 Bayview Court,NULL,Sammamish,79,98074,0xE6100000010CBB946A8CDDD84740D1FAD3E0678A5EC0,a47cbd73-36a5-4051-bd64-65e93630e6df,2009-01-14 00:00:00.000
206,6097 Mt. McKinley Ct.,NULL,Redmond,79,98052,0xE6100000010C994748ED8DD84740F1B11F511B825EC0,114fdfca-275a-4b9b-a51e-6edd038644d3,2013-09-25 00:00:00.000
207,3066 Wallace Dr.,NULL,Redmond,79,98052,0xE6100000010C4263FA4502D0474006124B65E3825EC0,577f79c7-3ce4-409d-baf4-043b14389780,2009-02-19 00:00:00.000
208,9006 Woodside Way,NULL,Redmond,79,98052,0xE6100000010CCADDAA6755D74740AEB07AF25B885EC0,82094057-24a1-482c-adca-b44d40c1483a,2008-03-21 00:00:00.000
209,9906 Oak Grove Road,NULL,Redmond,79,98052,0xE6100000010C3A0D2ACC44DF4740E7D246EC327E5EC0,8d9cf02a-a88a-4af4-ad3a-219ae0de0539,2011-01-31 00:00:00.000
210,2383 Pepper Drive,NULL,Redmond,79,98052,0xE6100000010CF6CF513B9BDB4740E92F28437C8B5EC0,d5caa1d5-cb10-4cf3-91b7-0ff37611aedb,2008-12-04 00:00:00.000
211,6369 Ellis Street,NULL,Redmond,79,98052,0xE6100000010C73FC16302AD947404191F8B503865EC0,d531ff9a-06e2-431f-9d2c-c13dcf82ca77,2010-11-29 00:00:00.000
212,8000 Crane Court,NULL,Redmond,79,98052,0xE6100000010C5BB1E572C6D947407231CDA13B855EC0,7c1fac02-5589-4f51-9ee4-30aeee079cb7,2009-02-01 00:00:00.000
213,9322 Driving Drive,NULL,Redmond,79,98052,0xE6100000010C3A0D2ACC44DF4740F1B11F511B825EC0,7a2c4361-7da9-45d8-8cef-59f730a9abca,2010-01-15 00:00:00.000
214,3768 Door Way,NULL,Redmond,79,98052,0xE6100000010C4263FA4502D047403A0F01A8648F5EC0,8c938507-c67c-4e5c-963c-a93fe707980f,2007-12-13 00:00:00.000
215,101 Candy Rd.,NULL,Redmond,79,98052,0xE6100000010C86A0D2D6ABD347407AB3C4AFDA7B5EC0,b27d7d52-bd02-4de4-b0e6-ac825f98b60d,2010-03-02 00:00:00.000
216,2427 Notre Dame Ave.,NULL,Redmond,79,98052,0xE6100000010C470A705CE4D447407231CDA13B855EC0,0b20a74b-912a-47c2-9758-0791bfaa4daa,2010-12-28 00:00:00.000
217,1960 Via Catanzaro,NULL,Redmond,79,98052,0xE6100000010C73FC16302AD94740B88F5357448C5EC0,63373680-a60f-48b8-9c38-3b4861d14229,2013-10-13 00:00:00.000
218,9863 Ridge Place,NULL,Redmond,79,98052,0xE6100000010CE32B969419E1474044EED90C4D935EC0,3b6bca53-fa0f-47d6-8e7a-c2cce2a90bb2,2009-01-16 00:00:00.000
219,3397 Rancho View Drive,NULL,Redmond,79,98052,0xE6100000010C60585B89A8DE4740F1B11F511B825EC0,da96e22b-ce18-4fdb-9ffe-4dc094ce0a42,2010-12-16 00:00:00.000
220,4909 Poco Lane,NULL,Redmond,79,98052,0xE6100000010CC536355173D24740D5717679AB835EC0,5c0cac7c-fd6c-44ae-8c34-cc64ec495034,2008-12-07 00:00:00.000
221,7297 RisingView,NULL,Redmond,79,98052,0xE6100000010C73FC16302AD94740DF504FDE93875EC0,0d34f4af-0e68-472e-b33f-4bd11ae3d91f,2008-12-09 00:00:00.000
222,7723 Firestone Drive,NULL,Redmond,79,98052,0xE6100000010C60585B89A8DE4740A4D1A18D73845EC0,268ac7d8-73da-44b8-866b-0452af1f844b,2013-06-14 00:00:00.000
223,1275 West Street,NULL,Redmond,79,98052,0xE6100000010CF028DC24B9D64740B88F5357448C5EC0,bc3a7f68-b60a-4a60-be8b-951fb29f646b,2009-01-26 00:00:00.000
224,2137 Birchwood Dr,NULL,Redmond,79,98052,0xE6100000010CEB81660ED7D14740A62E83E4BC915EC0,7f9bc8a0-3972-490c-b888-c4b5efc9d021,2007-11-04 00:00:00.000
225,249 Alexander Pl.,NULL,Redmond,79,98052,0xE6100000010C3466B4B562DA4740A4D1A18D73845EC0,6df4b0d5-634c-46f3-b1a3-ac487240a124,2014-06-23 00:00:00.000
226,2482 Buckingham Dr.,NULL,Redmond,79,98052,0xE6100000010CCADDAA6755D7474053F2C8288B805EC0,1bf14f43-c05b-4841-a9ff-b42785b7bc1f,2009-02-18 00:00:00.000
227,8467 Clifford Court,NULL,Redmond,79,98052,0xE6100000010CEB81660ED7D147409C4FAA7FD48D5EC0,722a9d6e-07bc-4867-94d7-3b44ece308bd,2009-02-28 00:00:00.000
228,9241 St George Dr.,NULL,Everett,79,98201,0xE6100000010CEC4E58628708484068859E58578B5EC0,91ee89fc-37ec-4121-a9d5-94ec64f4b3f0,2009-01-20 00:00:00.000
229,3928 San Francisco,NULL,Everett,79,98201,0xE6100000010C80E0F2F6FF024840AA1CA5EDB9945EC0,7716ef76-94aa-47e9-bddb-102bbfd59bbb,2009-01-05 00:00:00.000
230,475 Santa Maria,NULL,Everett,79,98201,0xE6100000010C12A255DB53F74740965705D7DD855EC0,ca464447-6aaf-406a-bc38-846389d8aefa,2008-12-22 00:00:00.000
231,181 Gaining Drive,NULL,Everett,79,98201,0xE6100000010C521D4E6DC50148401EEF0B6C408F5EC0,128d138d-3a13-4b00-81e3-5b2ce1ae782b,2008-11-24 00:00:00.000
232,3385 Crestview Drive,NULL,Everett,79,98201,0xE6100000010C12A255DB53F7474078FD467C36885EC0,4a551ff0-ca85-4d1c-8fe7-318d01a49c27,2009-01-14 00:00:00.000
233,1185 Dallas Drive,NULL,Everett,79,98201,0xE6100000010C521D4E6DC5014840CE75EF9F15855EC0,085e131e-5c9e-460c-bfcd-775d21b97842,2008-12-05 00:00:00.000
234,7883 Missing Canyon Court,NULL,Everett,79,98201,0xE6100000010CE896045A50FF4740B3B1C33185835EC0,00cbe469-f60b-424f-9a72-e58a32be138c,2007-01-19 00:00:00.000
235,5452 Corte Gilberto,NULL,Everett,79,98201,0xE6100000010C7FF8D69EEDFF474068859E58578B5EC0,1b75056d-34e4-4612-98ab-3d4ab8482495,2008-12-06 00:00:00.000
236,9008 Creekside Drive,NULL,Everett,79,98201,0xE6100000010C165AA9E38A0048401EEF0B6C408F5EC0,ec244535-a4b0-46fc-b35a-42ec1f8d471e,2013-03-23 00:00:00.000
237,5242 Marvelle Ln.,NULL,Everett,79,98201,0xE6100000010C138A713366FA4740110DF634788E5EC0,25318a45-fcd1-4fe6-b20c-a397c72c334e,2010-03-03 00:00:00.000
238,4098 Woodcrest Dr.,NULL,Everett,79,98201,0xE6100000010C138A713366FA47404CC172EAC6895EC0,9d179a61-a9e7-4802-8099-764227043d94,2013-08-03 00:00:00.000
239,8624 Pepper Way,NULL,Everett,79,98201,0xE6100000010CEA663C0A750548403C49CAC6E78C5EC0,f2a2d98b-2337-4748-9191-fe421d057df1,2009-02-26 00:00:00.000
240,2176 Apollo Way,NULL,Everett,79,98201,0xE6100000010CE6AEE8013EFC47404CC172EAC6895EC0,1dccf2c8-b08d-42c1-836f-c1ee9ccfff6f,2007-12-30 00:00:00.000
241,1962 Cotton Ct.,NULL,Everett,79,98201,0xE6100000010CE97E20B26202484078FD467C36885EC0,478aa4fd-3c98-4c71-88a1-7a6b4164c6fa,2008-12-02 00:00:00.000
242,1362 Somerset Place,NULL,Everett,79,98201,0xE6100000010C55ED851DEA074840AA1CA5EDB9945EC0,ce971ec5-a2e1-43e2-ac74-97f5bb1d8679,2009-02-17 00:00:00.000
243,3238 Laguna Circle,NULL,Everett,79,98201,0xE6100000010C0025586221F647406C8CB8CE82905EC0,0bd3bd41-0b6e-46f1-8cbf-978552ee8e77,2009-01-11 00:00:00.000
244,3665 Oak Creek Ct.,NULL,Everett,79,98201,0xE6100000010CBBBB7B28280148405AA388218F8A5EC0,683ff6c4-ee9f-4a7c-b80b-c6e1a60891e4,2009-02-24 00:00:00.000
245,7640 First Ave.,NULL,Everett,79,98201,0xE6100000010C649000024B0048401E5413FBBE955EC0,5fd72a8b-9d97-4309-bdf0-cd7a7bb02bb8,2008-12-11 00:00:00.000
246,6629 Polson Circle,NULL,Everett,79,98201,0xE6100000010C272AE193AF064840D558797F29935EC0,4f964a2e-3ab9-4c66-9d8c-65c7c3479cf8,2009-02-15 00:00:00.000
247,2294 West 39th St.,NULL,Everett,79,98201,0xE6100000010C521D4E6DC5014840F3B237DAD0905EC0,369ef5bb-af9d-4493-99b5-b9a1ac61e985,2009-02-24 00:00:00.000
248,1400 Gate Drive,NULL,Newport Hills,79,98006,0xE6100000010CDCE89913F2C2474089F340CF9A885EC0,20f99909-adf9-4500-a697-1b6dfe3881e9,2009-02-01 00:00:00.000
249,4350 Minute Dr.,NULL,Newport Hills,79,98006,0xE6100000010C0B5D7B65AFCC474006758A4FFC915EC0,a120e049-aeca-4a01-8f05-b36301016b7c,2009-01-07 00:00:00.000
250,9297 Kenston Dr.,NULL,Newport Hills,79,98006,0xE6100000010CF4A28ABCD0C747401DB2038FC9805EC0,2ed694b4-9069-4daf-95eb-ab1c7b969a80,2008-12-05 00:00:00.000
251,8967 Hamilton Ave.,NULL,Newport Hills,79,98006,0xE6100000010C36BAA8916CC84740A71478EFA38F5EC0,f2ef65aa-28b6-4b04-853d-d50f4dc62ec2,2009-01-05 00:00:00.000
252,9687 Shakespeare Drive,NULL,Newport Hills,79,98006,0xE6100000010CF4A28ABCD0C74740921347EF62895EC0,8ca15be4-c0b3-4a92-aed3-b65b9b1fad92,2008-12-18 00:00:00.000
253,1397 Paradise Ct.,NULL,Newport Hills,79,98006,0xE6100000010C8EE82F6456D0474050D46BAF138E5EC0,ba60c467-f3e4-4202-8b43-dbf9c81b6420,2009-01-17 00:00:00.000
254,3030 Blackburn Ct.,NULL,Newport Hills,79,98006,0xE6100000010C6217D6BD29C447402A932E6F42865EC0,004f9226-e61f-4eef-bbad-8276b1be3562,2008-12-25 00:00:00.000
255,7469 Paradise Ct.,NULL,Newport Hills,79,98006,0xE6100000010CDF8B21BF82C04740C671F74E397F5EC0,6d421aa1-a9fb-4799-9058-28272e6af110,2014-03-02 00:00:00.000
256,9605 Pheasant Circle,NULL,Gold Bar,79,98251,0xE6100000010C321DD720AEEC47403114D243FC695EC0,a0bc68db-f094-4066-b3b7-9b65128371b9,2009-01-23 00:00:00.000
257,2425 Notre Dame Ave,NULL,Gold Bar,79,98251,0xE6100000010C924596C374EB47407840D75DA5605EC0,446344a5-9afe-4597-bfee-b0e597d8f5e5,2010-01-20 00:00:00.000
258,8036 Summit View Dr.,NULL,Gold Bar,79,98251,0xE6100000010C97B04E7C70E047406D590220DE5F5EC0,55ac181f-dbbc-49b1-bbdc-26bf67c13b69,2008-12-07 00:00:00.000
259,213 Stonewood Drive,NULL,Gold Bar,79,98251,0xE6100000010C642A745A65E8474090A48366885D5EC0,8faee71d-bb98-46d2-a47a-112b30513e21,2009-02-18 00:00:00.000
260,3884 Beauty Street,# 14,Gold Bar,79,98251,0xE6100000010C93BED3ABC8E747401AB0253B196D5EC0,9f9d6796-675a-4619-8f37-eda885db931e,2009-02-04 00:00:00.000
261,1748 Bird Drive,NULL,Index,79,98256,0xE6100000010CF71DAED9B8E7474048952922746A5EC0,fdd3e025-386a-4124-9002-d53d8984f261,2010-02-28 00:00:00.000
262,310 Winter Lane,NULL,Index,79,98256,0xE6100000010C266161F08EE9474094FEF9BE56595EC0,e619e04d-544e-4675-8ddb-db282bb01238,2008-12-30 00:00:00.000
263,3514 Sunshine,NULL,Index,79,98256,0xE6100000010C7315D047D3E247408B057E8457675EC0,09051ab3-eb32-4551-981d-29f7b311587d,2010-02-09 00:00:00.000
264,1245 Clay Road,NULL,Index,79,98256,0xE6100000010CF71DAED9B8E74740C1ECAA0E1F6F5EC0,ab87f9e7-412b-486c-863f-3a237f1adff9,2009-03-01 00:00:00.000
265,3127 El Camino Drive,NULL,Index,79,98256,0xE6100000010C7A268C6B9EEC474048952922746A5EC0,2a9be420-6d00-4ce8-bbe4-00a73b78a587,2009-02-02 00:00:00.000
266,7691 Benedict Ct.,# 141,Issaquah,79,98027,0xE6100000010C690ED8A0C9BD4740DEB397C07F865EC0,980f8c50-ddc1-414c-9230-4f0ceca16db3,2009-01-30 00:00:00.000
267,1144 Paradise Ct.,NULL,Issaquah,79,98027,0xE6100000010CD502374A92BC4740C397EF6C597C5EC0,e315154c-70d1-44ef-b123-0a85c6be3246,2009-01-10 00:00:00.000
268,7435 Ricardo,NULL,Issaquah,79,98027,0xE6100000010C9D251A4E38C047407BC58AE1B7855EC0,8c29a5e8-62d1-4437-8df5-eb221442164c,2009-01-28 00:00:00.000
269,9530 Vine Lane,NULL,Issaquah,79,98027,0xE6100000010C10B70B500BC24740D3D67D02F0845EC0,c8156f7e-005e-42f4-b4b8-bc0ab784e9bf,2009-02-16 00:00:00.000
270,6580 Poor Ridge Court,NULL,Issaquah,79,98027,0xE6100000010C690ED8A0C9BD47404AEFAE1172785EC0,7ab40626-3d83-4073-a8fc-e82d788ec400,2008-11-27 00:00:00.000
271,5979 El Pueblo,NULL,Issaquah,79,98027,0xE6100000010CA3C2ACA642C347404AEFAE1172785EC0,f1fa084f-ae3e-41b9-af15-c5eba80e8325,2008-12-16 00:00:00.000
272,1921 Ranch Road,NULL,Issaquah,79,98027,0xE6100000010CD502374A92BC4740DEB397C07F865EC0,c87b38f6-a249-4c3b-a507-1306bde99b1d,2009-01-04 00:00:00.000
273,3848 East 39th Street,NULL,Issaquah,79,98027,0xE6100000010C34F795F35ABB47404C7FBE5DD7885EC0,e7cbe0c1-996e-47fe-8a48-e6b003d1e5f7,2009-01-27 00:00:00.000
274,5256 Chickpea Ct.,NULL,Issaquah,79,98027,0xE6100000010CFFDF5346ECB847407BC58AE1B7855EC0,ca7ee010-ddf2-47cb-8abd-bb56b956e79a,2009-02-09 00:00:00.000
275,989 Crown Ct,NULL,Issaquah,79,98027,0xE6100000010C3994284C65BE4740650B576598825EC0,8a882a09-430e-4d6d-878c-ec281147ebe4,2009-02-27 00:00:00.000
276,3333 Madhatter Circle,NULL,Issaquah,79,98027,0xE6100000010C6EAB6AF9D3C04740BA4AE5FA2E8B5EC0,4d1b4626-e935-49dd-8a9c-a73a8d06101a,2008-12-09 00:00:00.000
277,342 San Simeon,NULL,Issaquah,79,98027,0xE6100000010C2E5A039B50B84740F73F30C840805EC0,a1a8f159-2953-4a4e-896d-c0511fe0bb01,2008-12-28 00:00:00.000
